latifolia	latifolia	Npfsn
oleracea	olerace	Ncmsg
L.	L.	Y
convar	convar	Ncmsan
.	.	Z

Oleracea	oleracea	Ncfsn
var	va	Ncmpg
.	.	Z

Gemmifera	Gemmifera	Npfsn
DC	DC	Npfsn
.	.	Z
–	–	Z
Kelj	kelj	Ncmsn
pupčar	pupčar	Ncmsn
FRANKLIN	FRANKLIN	Npmsn
BZ	BZ	Npmsn
BZ	BZ	Npmsn
6.1.3	6.1.3	Mdc
Foeniculum	Foeniculum	Xf
vulgare	vulgare	Xf
Miller	Miller	Xf
–	–	Z
Komorač	komorač	Ncmsn
ORION	ORION	Npmsn
BZ	BZ	Npmsn
BZnl	BZnl	Npmsn
6.1.4.	6.1.4.	Mds

Brassica	brassica	Ncfsn
oleracea	olerace	Ncmsg
L.	L.	Y
convar	convar	Ncmsan
.	.	Z
acephala	acephati	Vmp-sf
(	(	Z
DC	DC	Npmsn
.	.	Z
)	)	Z
Alef	Alef	Npmsn
.	.	Z
var	var	Rgp
.	.	Z
gongylodes	gongylodes	Rgp
L.	L.	Y
–	–	Z
Korabica	Korabica	Npfsn
CINDY	CINDY	Npfsn
Ka	Ka	Npfsn
Rhu	Rh	Npmsl
KONMAR	KONMAR	Npmsn
BZ	BZ	Npmsn
BZnl	BZnl	Npmsn
KORIST	KORIST	Npmsn
BZ	BZ	Npmsn
BZnl	BZnl	Npmsn
6.1.5.	6.1.5.	Mds

Cucumis	Cucumis	Npmsn
sativus	sativus	Xf
L.	L.	Y
–	–	Z
Krastavac	krastavac	Ncmsn
ADRIAN	ADRIAN	Npfsn
Ka	Ka	Npfsn
Rhu	Rhu	Npfsn
ARDIA	ARDIA	Npfsn
BZ	BZ	Npfsn
BZnl	BZnl	Npfsn
CAMAN	CAMAN	Npfsn
Ka	Ka	Npfsn
Rhu	Rhu	Npfsn
EDONA	EDONA	Npfsn
AgS	AgS	Npfsn
FM	FM	Npfsn
GALINA	GALINA	Npfsn
FM	FM	Npmsn
FM	FM	Npmsn
JOKER	JOKER	Npmsn
ZKIS	ZKIS	Npmsn
ZKIS	ZKIS	Npmsn
KUNG	KUNG	Npmsn
FU	F	Npmsl
Agr	Agr	Npfsn
SVEfr	SVEfr	Npfsn
ZITA	ZITA	Npfsn
ZKIS	ZKIS	Npfsn
ZKIhu	ZKIh	Npmsd
6.1.6.	6.1.6.	Mds

Zea	zea	Ncfsn
mays	mays	Ncfpg
L.	L.	Y
convar	convar	Ncmsan
.	.	Z
saccharata	saccharat	Ncmpg
Koern	Koern	Npmsn
.	.	Z
–	–	Z
Kukuruz	kukuruz	Ncmsn
šećerac	šećerac	Ncmsn
HONEY	HONEY	Npmsn
BANTAM	BANTAM	Npmsn
78	78	Mdc
DAYS	DAYS	Npmsn
Agr	Agr	Npmsn
SVEfr	SVEfr	Y
6.1.7.	6.1.7.	Mds

Brassica	brassica	Ncfsn
oleracea	olerace	Ncmsg
L.	L.	Y
convar	convar	Ncmsan
.	.	Z
capitata	capitt	Ncmpg
(	(	Z
L.	L.	Mro
)	)	Z
Alef	Alef	Npmsn
.	.	Z
var	var	Rgp
.	.	Z

Capitata	capitat	Agpfsny
f.	f.	Ncfsn
alba	alb	Ncmpg
–	–	Z
Kupus	kupus	Ncmsn
bijeli	bijel	Agpmsny
ALMANAC	ALMANAC	Npmsn
BZ	BZ	Npmsn
BZ	BZ	Npmsn
AMAZON	AMAZON	Npmsn
BZ	BZ	Npmsn
BZ	BZ	Npmsn
ANCOMA	ANCOM	Npmsg
Ka	K	Npmsg
PRS	PRS	Npmsn
BAJONET	BAJONET	Npmsn
BZ	BZ	Npmsn
BZnl	BZnl	Npmsn
BORODIN	BORODIN	Npmsn
Agr	Agr	Npmsn
Agr	Agr	Npmsn
BRONCO	BRONCO	Npmsn
BZ	BZ	Npmsn
BZnl	BZnl	Npfsn
BUSONI	BUSONI	Npfsn
Agr	Agr	Npfsn
NZnl	NZnl	Npfsn
CABTON	CABTON	Npfsn
BZ	BZ	Npfsn
BZnl	BZnl	Npfsn
CAMPRA	CAMPRA	Npfsn
Agr	Agr	Npfsn
Agr	Agr	Npfsn
CANDELA	CANDELA	Npfsn
BZ	BZ	Npmsn
BZ	BZ	Npmsn
CEROX	CEROX	Npmsn
BZ	BZ	Npmsn
BZnl	BZnl	Xf
CHARMANT	CHARMANT	Xf
Agr	agr	Xf
Agr	agr	Xf
CORONET	CORONET	Xf
Agr	agr	Xf
SVEfr	SVEfr	Xf
DELIGHT	DELIGHT	Xf
BALL	BALL	Xf
Agr	agr	Xf
NZnl	NZnl	Xf
DESTINY	DESTINY	Xf
BZ	BZ	Npfsn
BZnl	BZnl	Npfsn
ELISA	ELISA	Npfsn
Agr	Agr	Npfsn
SVEfr	SVEfr	Npfsn
EXPECT	EXPECT	Xf
BZ	BZ	Npmsn
BZnl	BZnl	Npmsn
FIELDWINNER	FIELDWINNER	Npmsn
BZ	BZ	Npmsn
BZnl	BZnl	Xf
GRAND	GRAND	Xf
SLAM	slam	Ncmsan
Agr	Ag	Npmsg
SVEfr	SVEf	Npmsg
HINOVA	HINOV	Npmsg
BZ	BZ	Npmsn
BZnl	BZnl	Npmsn
KRAUTMAN	KRAUTMAN	Npmsn
BZ	BZ	Npmsn
BZnl	bznl	Agpmsny
LEOPARD	leopard	Ncmsn
Agr	Agr	Npmsn
SVEfr	SVEfr	Y
NOZOMI	NOZOMI	Npfsn
Agr	Agr	Npfsn
Agr	Agr	Npfsn
OTORINO	OTORINO	Npfsn
Agr	Agr	Npfsn
Agr	Agr	Npfsn
PARADOX	PARADOX	Npfsn
BZ	BZ	Npfsn
BZnl	BZnl	Npfsn
PAREL	PAREL	Npfsn
BZ	BZ	Npfsn
BZnl	BZnl	Npfsn
RAMADA	RAMADA	Npfsn
BZ	BZ	Npfsn
BZnl	BZnl	Npfsn
REACTION	REACTION	Npfsn
BZ	BZ	Npfsn
BZ	BZ	Npfsn
SARATOGA	SARATOGA	Npfsn
BZ	BZ	Npfsn
BZnl	bzni	Agpmpay
SATELITE	satelit	Ncmpa
BZ	BZ	Npfsn
BZnl	BZnl	Npfsn
SINTEX	SINTEX	Npfsn
BZ	BZ	Npfsn
BZnl	BZnl	Npfsn
SIRCON	SIRCON	Npfsn
BZ	BZ	Npfsn
BZnl	BZnl	Npfsn
SUPREME	SUPREME	Npfsn
VANTAGE	VANTAGE	Npfsn
Agr	Agr	Npfsn
Agr	Agr	Npfsn
TIARA	TIARA	Npfsn
BZ	BZ	Npfsn
BZnl	BZnl	Npfsn
6.1.8.	6.1.8.	Mdo

Brassica	brassica	Ncfsn
oleracea	olerace	Ncmsg
L.	L.	Y
convar	convar	Ncmsan
.	.	Z
capitata	capitt	Ncmpg
(	(	Z
L.	L.	Mro
)	)	Z
L.	L.	Y
Alef	Alef	Npmsn
.	.	Z
var	var	Rgp
.	.	Z
capitata	capitt	Ncmpg
f.	f.	Y
rubra	rubra	Xf
Duch	Duch	Xf
–	–	Z
Kupus	kupus	Ncmsn
crveni	crven	Agpmsny
LECTRO	LECTRO	Npmsn
BZ	BZ	Npmsn
BZ	BZ	Npmsn
MAESTRO	MAESTRO	Npmsn
BZ	BZ	Npmsn
BZnl	BZnl	Npmsn
PRIMERO	PRIMERO	Npmsn
BZ	BZ	Npmsn
BZ	BZ	Npmsn
RED	red	Ncmsn
JEWEL	JEWEL	Npfsn
Agr	Agr	Npfsn
Agr	Agr	Npfsn
REDMA	REDMA	Npfsn
Ka	Ka	Npfsn
PRS	PRS	Npfsn
RENDERO	RENDERO	Npfsn
BZ	BZ	Npfsn
BZnl	BZnl	Npfsn
VARNA	VARNA	Npfsn
Agr	Agr	Npfsn
SVEfr	SVEfr	Npfsn
6.1.9.	6.1.9.	Mdo

Brassica	Brassica	Npfsn
pekinensis	pekinensis	Xf
(	(	Z
Lour	Lour	Npmsn
.	.	Z
)	)	Z
Rupr	Rupr	Npmsn
.	.	Z
–	–	Z
Kineski	kineski	Agpmsny
kupus	kupus	Ncmsn
BILKO	BILKO	Npmsn
BZ	BZ	Npmsn
BZ	BZ	Npmsn
RICHI	RICHI	Npmsn
Agr	Agr	Npmsn
SVEfr	SVEfr	Npmsn
6.2.	6.2.	Mds

Citrullus	Citrullus	Xf
lanatus	lanatus	Xf
(	(	Z
Thunb	Thunb	Npmsn
.	.	Z
)	)	Z
Matsum	Matsum	Npmsn
et	et	Xf
Nakai	Nakai	Xf
–	–	Z
Lubenica	lubenica	Ncfsn
CRIMSON	CRIMSON	Npfsn
RUBY	RUBY	Npfsn
Agr	Agr	Npfsn
Agr	Agr	Npfsn
CRIMSTAR	CRIMSTAR	Npfsn
Agr	Agr	Npfsn
SVESfr	SVESfr	Npfsn
DAVID	David	Npmsn
ZKIS	ZKIS	Npmsn
ZKIS	ZKIS	Npmsn
DAYTONA	DAYTONA	Npfsn
Agr	Agr	Npfsn
Agr	Agr	Npfsn
ELETTA	ELETTA	Npfsn
AgS	AgS	Npfsn
Agr	Agr	Npfsn
KODAK	KODAK	Npfsn
Agr	Agr	Npfsn
Agr	Agr	Npfsn
ODYSSEY	ODYSSEY	Npfsn
Agr	Agr	Npfsn
SVEfr	SVEfr	Npfsn
PALADIN	PALADIN	Npfsn
Agr	Agr	Npfsn
SVEfr	SVEfr	Npfsn
VASKO	VASKO	Npfsn
Agr	Agr	Npfsn
Agr	Agr	Npfsn
ZENGO	ZENGO	Npfsn
ZKIS	ZKIS	Npfsn
ZKIhu	ZKIh	Npmsd
6.2.1.	6.2.1.	Mds

Allium	Allium	Npmsn
cepa	cepati	Vmr3s
L.	L.	Y
–	–	Z
Luk	luk	Ncmsn
CARLOS	CARLOS	Npfsn
Agr	Agr	Npfsn
Agr	Agr	Npfsn
COLUMBIA	COLUMBIA	Npfsn
FM	FM	Npmsn
FM	FM	Npmsn
CROCKETT	CROCKETT	Npmsn
BZ	BZ	Npmsn
BZnl	BZnl	Npmsn
DAYTONA	DAYTONA	Npmsn
BZ	BZ	Npmsn
BZnl	BZnl	Npmsn
ELBRUS	ELBRUS	Npmsn
AgS	AgS	Npmsn
MonsNl	MonsNl	Npmsn
ELECTRIC	ELECTRIC	Npmsn
BZ	BZ	Npmsn
BZ	BZ	Npmsn
ELEMENT	ELEMENT	Npmsn
BZ	BZ	Npmsn
BZnl	bznl	Agpmsny
FORUM	forum	Ncmsn
BZ	BZ	Npmsn
BZ	BZ	Npmsn
HIELO	HIELO	Npmsn
BZ	BZ	Npmsn
BZnl	BZnl	Npmsn
ICEPEARL	ICEPEARL	Npmsn
BZ	BZ	Npmsn
BZnl	BZnl	Npmsn
KUN	KUN	Npmsn
ZKIS	ZKIS	Npmsn
PPZ	PPZ	Npmsn
LEGEND	LEGEND	Npmsn
BZ	BZ	Npmsn
BZnl	BZnl	Npmsn
LORENZOS	LORENZOS	Npmsn
Agr	Agr	Npmsn
Agr	Agr	Npmsn
MANAS	MANAS	Npmsn
BZ	BZ	Npmsn
BZ	BZ	Npmsn
MERANTO	MERANTO	Npmsn
Agr	Agr	Npmsn
NZnl	nznl	Agpmsny
RADAR	radar	Ncmsn
BZ	BZ	Sa
BZnl	bznl	Agpmsayn
RED	red	Ncmsan
BULL	BULL	Npmsn
BZ	BZ	Npmsn
BZnl	BZnl	Npmsn
REDWING	REDWING	Npmsn
BZ	BZ	Npmsn
BZnl	BZnl	Npmsn
SAFRANE	SAFRANE	Npmsn
BZ	BZ	Npmsn
BZ	BZ	Npmsn
SEDONA	SEDONA	Npmsn
BZ	BZ	Npmsn
BZ	BZ	Npmsn
SIBIR	Sibir	Npmsn
BZ	BZ	Npmsn
BZnl	BZnl	Npmsn
SWIFT	Swift	Npmsn
BZ	BZ	Npmsn
BZnl	bznl	Agpmsny
TALON	talon	Ncmsn
BZ	BZ	Npfsn
BZ	BZ	Npfsn
TAMARA	TAMARA	Npfsn
BZ	BZ	Npfsn
BZ	BZ	Npfsn
TARESCO	TARESCO	Npfsn
Agr	Agr	Npfsn
Agr	Agr	Npfsn
TROY	TROY	Npfsn
BZ	BZ	Npfsn
BZnl	BZnl	Npfsn
6.2.2.	6.2.2.	Mdo

Allium	Allium	Npmsn
fistulosum	fistulosum	Pp3-pd
L.	L.	Y
–	–	Z
Luk	luk	Ncmsn
zimski	zimski	Agpmsny
PARADE	parada	Ncfsg
BZ	BZ	Npmsn
BZnl	bznl	Agpmsny
TOTEM	totem	Ncmsn
Agr	Agr	Npmsn
SVEfr	SVEfr	Npmsn
6.2.3.	6.2.3.	Mds

Valerianella	Valerianella	Npfsn
locusta	locust	Agpfsny
L.	L.	Y
Laterr	Laterr	Npmsn
–	–	Z
Matovilac	matovilac	Ncmsn
CIRILLA	CIRILLA	Npfsn
Ka	Ka	Npfsn
PRS	PRS	Npfsn
6.2.4.	6.2.4.	Mdo

Daucus	Daucus	Npmsn
carota	carotati	Vmr3s
L.	L.	Y
ssp	ssp	Ncmsan
.	.	Z
sativus	sativus	Ncmsn
(	(	Z
Hoffm	Hoffm	Npmsn
.	.	Z
)	)	Z
Arcang	Arcang	Npmsn
–	–	Z
Mrkva	mrkva	Ncfsn
BANGOR	BANGOR	Npfsn
BZ	BZ	Npfsn
BZnl	BZnl	Npfsn
JOSHI	JOSHI	Npfsn
RZ	RZ	Npfsn
Ka	Ka	Npfsn
Rhu	Rhu	Npfsn
MOKUM	MOKUM	Npfsn
BZ	BZ	Npfsn
BZnl	BZnl	Npfsn
MONANTA	MONANTA	Npfsn
Ka	Ka	Npfsn
Rhu	Rhu	Npfsn
NAPOLI	NAPOLI	Npfsn
BZ	BZ	Npfsn
BZnl	BZnl	Npfsn
NAVAL	NAVAL	Npfsn
BZ	BZ	Npfsn
BZnl	BZnl	Npfsn
NEGOVIA	NEGOVIA	Npfsn
BZ	BZ	Npfsn
BZ	BZ	Npfsn
NEVIS	NEVIS	Npfsn
BZ	BZ	Npfsn
BZ	BZ	Npfsn
NEWHALL	NEWHALL	Npfsn
BZ	BZ	Npfsn
BZnl	BZnl	Npfsn
NIAGARA	NIAGARA	Npfsn
BZ	BZ	Npfsn
BZnl	BZnl	Npfsn
NOMINATOR	NOMINATOR	Npfsn
BZ	BZ	Npfsn
BZnl	BZnl	Npfsn
NORWALK	NORWALK	Npfsn
BZ	BZ	Npfsn
BZnl	BZnl	Npfsn
PRESTO	PRESTO	Npfsn
Agr	Agr	Npfsn
Agr	Agr	Npfsn
SOPRANO	SOPRANO	Npfsn
Agr	Agr	Npfsn
Vfr	Vfr	Npfsn
TEXTO	TEXTO	Npfsn
Agr	Agr	Npfsn
Vfr	Vfr	Npfsn
TINO	TINO	Npfsn
Agr	Agr	Npfsn
Agr	Agr	Npfsn
YELLOWSTONE	YELLOWSTONE	Npfsn
BZ	BZ	Npfsn
BZ	BZ	Npfsn
6.2.5.	6.2.5.	Mdo

Capsicum	Capsicum	Npmsn
annuum	annuum	Pp3-pd
L.	L.	Y
var	var	Ncmsan
.	.	Z
grossum	grossum	Ncmsn
Sendt	Sendt	Npmsn
.	.	Z
–	–	Z
Paprika	paprika	Ncfsn
APOLLO	APOLLO	Npfsn
ZKIS	ZKIS	Npfsn
PPZ	PPZ	Npfsn
BAGOLY	BAGOLY	Npfsn
Agr	Agr	Npfsn
Agr	Agr	Npfsn
BELLADONNA	BELLADONNA	Npfsn
AgS	AgS	Npfsn
FM	FM	Npfsn
BIBIC	BIBIC	Npfsn
Agr	Agr	Npfsn
Agr	Agr	Npfsn
BOBITA	BOBITA	Npfsn
Agr	Agr	Npfsn
Agr	Agr	Npfsn
BONI	BONI	Npfsn
ZKIS	ZKIS	Npfsn
ZKIS	ZKIS	Npfsn
CSANGO	CSANGO	Npfsn
Agr	Agr	Npfsn
Agr	Agr	Npfsn
ÉDESALMA	ÉDESALMA	Npfsn
ZKIS	ZKIS	Npfsn
ZKIhu	ZKIhu	Npfsn
KAPTUR	KAPTUR	Npfsn
AgS	AgS	Npfsn
MonsNl	MonsNl	Npfsn
MENTA	MENTA	Npfsn
Ka	Ka	Npfsn
PRS	PRS	Npfsn
SALANA	SALANA	Npfsn
Agr	Agr	Npfsn
SVEfr	SVEfr	Npfsn
SNOWDON	SNOWDON	Npfsn
BZ	BZ	Npfsn
BZnl	BZnl	Npfsn
TAMBORA	TAMBORA	Npfsn
BZ	BZ	Npfsn
BZnl	BZnl	Npfsn
WHITNEY	WHITNEY	Npfsn
BZ	BZ	Npfsn
BZnl	BZnl	Npfsn
6.2.6.	6.2.6.	Mdo

Petroselinum	petroselinum	Agpmsnn
crispum	crispum	Ncmsn
(	(	Z
Miller	Miller	Npmsn
)	)	Z
Nyman	Nyman	Xf
ex	ex	Xf
A.	A.	Y
W.	W.	Y
Hill	Hill	Npmsn
–	–	Z
Peršin	peršin	Ncmsn
ARAT	ARAT	Npmsn
BZ	BZ	Npmsn
BZnl	BZnl	Npmsn
HALFLANGE	HALFLANGE	Npmsn
Ka	k	Sd
Rhu	Rh	Npmsd
6.2.7.	6.2.7.	Mds

Lycopersicon	Lycopersicon	Npmsn
esculentum	esculentum	Xf
L.	L.	Y
x		Npmsg
L.	L.	Mro
hirsutum	hirsutum	Ncfpg
–	–	Z
Podloga	podloga	Ncfsn
za	za	Sa
rajčicu	rajčica	Ncfsa
EMPERADOR	EMPERADOR	Npmsn
Ka	k	Sd
Rhu	Rh	Npmsd
6.2.8.	6.2.8.	Mds

Allium	Allium	Npmsn
porrum	porrum	Pp3-pd
L.	L.	Y
–	–	Z
Poriluk	poriluk	Ncmsn
BULGAARSE	BULGAARSE	Npfsg
REUZEN	REUZEN	Npfsg
BZ	BZ	Npfsg
BZnl	bznl	Agpmsny
JUMPER	jumper	Ncmsn
BZ	BZ	Npfsn
BZnl	BZnl	Npfsn
LANCIA	LANCIA	Npfsn
BZ	BZ	Npfsn
BZnl	BZnl	Npfsn
STRIKER	STRIKER	Npfsn
BZ	BZ	Npfsn
BZnl	BZnl	Npfsn
6.2.9.	6.2.9.	Mdo

Brassica	brassica	Ncfsn
rapa	rap	Ncmsg
L.	L.	Y
var	var	Ncmsan
.	.	Z
rapa	rap	Ncmsg
(	(	Z
L.	L.	Mro
)	)	Z
Thell	Thell	Npmsn
.	.	Z
–	–	Z
Postrna	postran	Agpfsny
repa	repa	Ncfsn
PURPLE	PURPLE	Npfsg
TOP	top	Ncmsan
WHITE	whiti	Agpfsgy
GLOBE	globa	Ncfsg
BZ	BZ	Npmsn
BZnl	BZnl	Npmsn
6.3.	6.3.	Mds

Cichorium	Cichorium	Npmsn
intybus	intybus	Xf
L.	L.	Y
var	var	Ncmsan
.	.	Z
foliosum	foliosum	Cc
Hegi	Hega	Npfsl
–	–	Z
Radič	radič	Ncmsn
LEONARDO	LEONARDO	Npmsn
BZ	BZ	Npmsn
BZnl	BZnl	Npmsn
RUBRO	RUBRO	Npmsn
BZ	BZ	Npmsn
BZnl	BZnl	Npmsn
VIRTUS	VIRTUS	Npmsn
BZ	BZ	Npmsn
BZ	BZ	Npmsn
6.3.1.	6.3.1.	Mds

Lycopersicon	Lycopersicon	Npmsn
esculentum	esculentum	Xf
Mill	Mill	Xf
.	.	Z
–	–	Z
Rajčica	rajčica	Ncfsn
ABELLUS	ABELLUS	Npfsn
Ka	Ka	Npfsn
Rhu	Rh	Npmsl
ALANGE	ALANGE	Npmsn
FM	FM	Npmsn
PRP	PRP	Npmsn
AMERIGO	AMERIGO	Npmsn
Agr	Agr	Npmsn
SVEfr	SVEfr	Xf
ENDEAVOUR	ENDEAVOUR	Xf
Ka	K	Npmsg
Rhu	Rh	Npmsg
GUYANA	GUYAN	Npmsg
Ka	K	Npmsg
Rhu	Rh	Npmsd
JAGUAR	jaguar	Ncmsn
FM	FM	Npmsn
FM	FM	Npmsn
KIVELI	KIVELI	Npmsn
AgS	AgS	Npmsn
MonsNl	MonsNl	Npmsn

