potpredsjednica	potpredsjednica	Ncfsn
Pravni	pravni	Agpmsayn
fakultet	fakultet	Ncmsan
Sveučilišta	sveučilište	Ncnsg
u	u	Sl
Zagrebu	Zagreb	Npmsl
,	,	Z
Trg	trg	Ncmsn
maršala	maršal	Ncmsg
Tita	Tit	Npmsg
14	14	Mdc
,	,	Z
Zagreb	Zagreb	Npmsn

125.	125.	Mdo

Pezo	Pezo	Npmsn
Ivica	Ivica	Npmsn
,	,	Z
odvjetnik	odvjetnik	Ncmsn
,	,	Z
OD	od	Sg
Grubeša	Grubeš	Npmsg
i	i	Cc
partneri	partner	Ncmpn
,	,	Z
Iblerov	iblerov	Aspmsnn
trg	trg	Ncmsn
10/5	10/5	Mdc
,	,	Z
Zagreb	Zagreb	Npmsn

126.	126.	Mdo

Porobija	Porobija	Npfsn
Boris	Boris	Npmsn
,	,	Z
odvjetnik	odvjetnik	Ncmsn
,	,	Z
Odvjetničko	odvjetnički	Agpnsny
društvo	društvo	Ncnsn
Porobija	Porobi	Npmsg
i	i	Cc
Porobija	Porobi	Npmsg
,	,	Z
Galleria	Galleria	Npfsn
Importanne	Importanne	Npfsn
,	,	Z
Iblerov	iblerov	Aspmsnn
trg	trg	Ncmsn
10	10	Mdc
/	/	Z
VII	vii	Mrc
,	,	Z
Zagreb	Zagreb	Npmsn

127.	127.	Mdo

Potočnjak	Potočnjak	Npmsn
dr.	dr.	Y
sc.	sc.	Y
Željko	Željko	Npmsn
,	,	Z
profesor	profesor	Ncmsn
,	,	Z
Pravni	pravni	Agpmsayn
fakultet	fakultet	Ncmsan
Sveučilišta	sveučilište	Ncnsg
u	u	Sl
Zagrebu	Zagreb	Npmsl
,	,	Z
Trg	trg	Ncmsn
maršala	maršal	Ncmsg
Tita	Tit	Npmsg
14	14	Mdc

128.	128.	Mdo

Pribanić	Pribanić	Npmsn
Danijel	Danijel	Npmsn
,	,	Z
odvjetnik	odvjetnik	Ncmsn
,	,	Z
u	u	Sl
suradnji	suradnja	Ncfsl
s	sa	Si
Karanović	Karanović	Npmsn
&	&	Z
Nikolić	Nikolić	Npmsn
,	,	Z
Radnička	radnički	Agpfsny
cesta	cesta	Ncfsn
52	52	Mdc
/	/	Z
R3	R3	X

129.	129.	Mdo

Radić	Radić	Npmsn
Nino	Nino	Npmsn
,	,	Z
sudac	sudac	Ncmsn
,	,	Z
Trgovački	trgovački	Agpmsny
sud	sud	Ncmsn
u	u	Sl
Zagrebu	Zagreb	Npmsl
,	,	Z
Amruševa	amrušev	Aspfsny
2	2	Mdc
,	,	Z
Zagreb	Zagreb	Npmsn

130.	130.	Mdo

Radin	radin	Agpmsnn
Gordan	Gordan	Npmsn
,	,	Z
direktor	direktor	Ncmsn
Sektora	sektor	Ncmsg
za	za	Sa
pravne	pravni	Agpmpay
poslove	posao	Ncmpa
,	,	Z
Croatia	Croatia	Npfsn
osiguranje	osiguranje	Ncnsa
d.	d.	Y
d.	d.	Y
,	,	Z
Vatroslava	Vatroslav	Npmsg
Jagića	Jagić	Npmsg
33	33	Mdc
,	,	Z
Zagreb	Zagreb	Npmsn

131.	131.	Mdo

Radionov	radionov	Aspmsnn
dr.	dr.	Y
sc.	sc.	Y
Nikoleta	Nikolet	Npmsg
,	,	Z
profesor	profesor	Ncmsn
,	,	Z
Pravni	pravni	Agpmsayn
fakultet	fakultet	Ncmsan
Sveučilišta	sveučilište	Ncnsg
u	u	Sl
Zagrebu	Zagreb	Npmsl
,	,	Z
Trg	trg	Ncmsn
maršala	maršal	Ncmsg
Tita	Tit	Npmsg
3	3	Mdc
,	,	Z
Zagreb	Zagreb	Npmsn

132.	132.	Mdo

Rajaković	Rajaković	Npmsn
Pedljo	Pedljo	Npmsn
Sanja	sanjati	Vmr3s
,	,	Z
Ministarstvo	ministarstvo	Ncnsn
gospodarstva	gospodarstvo	Ncnsg
,	,	Z
Ulica	ulica	Ncfsn
grada	grad	Ncmsg
Vukovara	Vukovar	Npmsg
78	78	Mdc
,	,	Z
Zagreb	Zagreb	Npmsn

133.	133.	Mdo

Radolović	Radolović	Npmsn
dr.	dr.	Y
sc.	sc.	Y
Aldo	Aldo	Npmsn
,	,	Z
profesor	profesor	Ncmsn
,	,	Z
sudac	sudac	Ncmsn
Ustavnog	ustavan	Agpmsgy
suda	sud	Ncmsg
Republike	republika	Ncfsg
Hrvatske	Hrvatska	Npfsg
,	,	Z
Trg	trg	Ncmsn
sv.	sv.	Y
Marka	Marko	Npmsg
4	4	Mdc
,	,	Z
Zagreb	Zagreb	Npmsn

134.	134.	Mdo

Rak	rak	Ncmsn
dr.	dr.	Y
sc.	sc.	Y
Loris	Loris	Npfsn
,	,	Z
Pomorski	pomorski	Agpmsny
fakultet	fakultet	Ncmsn
Sveučilišta	sveučilište	Ncnsg
u	u	Sl
Rijeci	Rijeka	Npfsl
,	,	Z
Studentska	studentski	Agpfsny
ulica	ulica	Ncfsn
2	2	Mdc
,	,	Z
Rijeka	Rijeka	Npfsn

135.	135.	Mdo

Ričković	Ričković	Npmsn
Zorimir	Zorimir	Npmsn
,	,	Z
odvjetnik	odvjetnik	Ncmsn
,	,	Z
Gundulićeva	gundulićev	Aspfsny
61	61	Mdc
,	,	Z
Zagreb	Zagreb	Npmsn

136.	136.	Mdo

Sajko	Sajko	Npmsn
dr.	dr.	Y
sc.	sc.	Y
Krešimir	Krešimir	Npmsn
,	,	Z
profesor	profesor	Ncmsn
emeritus	emeritus	Ncmsn
,	,	Z
Pravni	pravni	Agpmsny
fakultet	fakultet	Ncmsn
Sveučilišta	sveučilište	Ncnsg
u	u	Sl
Zagrebu	Zagreb	Npmsl
,	,	Z
Ćirilometodska	ćirilometodski	Agpfsny
4	4	Mdc
,	,	Z
Zagreb	Zagreb	Npmsn

137.	137.	Mdo

Segedi	seged	Agpmsny
Hrvoje	Hrvoje	Npmsn
,	,	Z
direktor	direktor	Ncmsn
sektora	sektor	Ncmsg
za	za	Sa
pravne	pravni	Agpmpay
,	,	Z
kadrovske	kadrovski	Agpfpay
i	i	Cc
opće	opći	Agpmpay
poslove	posao	Ncmpa
,	,	Z
HEP	he	Aspfsny
Proizvodnja	proizvodnja	Ncfsn
d.o.o.	d.o.ti	Appfsny
,	,	Z
Ulica	ulica	Ncfsn
grada	grad	Ncmsg
Vukovara	Vukovar	Npmsg
37	37	Mdc
,	,	Z
Zagreb	Zagreb	Npmsn

138.	138.	Mdo

Sessa	Sessa	Npmsn
Đuro	Đuro	Npmsn
,	,	Z
sudac	sudac	Ncmsn
,	,	Z
Vrhovni	vrhovni	Agpmsny
sud	sud	Ncmsn
Republike	republika	Ncfsg
Hrvatske	Hrvatska	Npfsg
,	,	Z
Trg	trg	Ncmsn
Nikole	Nikola	Npmsg
Šubića	Šubić	Npmsg
Zrinjskog	Zrinjski	Npmsg
3	3	Mdc
,	,	Z
Zagreb	Zagreb	Npmsn

139.	139.	Mdo

Sesar	Sesar	Npmsn
dr.	dr.	Y
sc.	sc.	Y
Milijan	Milijan	Npmsn
,	,	Z
profesor	profesor	Ncmsn
,	,	Z
Pravni	pravni	Agpmsny
fakultet	fakultet	Ncmsn
Sveučilišta	sveučilište	Ncnsg
u	u	Sl
Splitu	Split	Npmsl
,	,	Z
Ulica	ulica	Ncfsn
Domovinskog	domovinski	Agpmsgy
rata	rat	Ncmsg
8	8	Mdc
,	,	Z
Split	Split	Npmsn

140.	140.	Mdo

Sikirić	Sikirić	Npmsn
dr.	dr.	Y
sc.	sc.	Y
Hrvoje	Hrvoje	Npmsn
,	,	Z
profesor	profesor	Ncmsn
,	,	Z
dekan	dekan	Ncmsn
Pravnog	pravni	Agpmsgy
fakulteta	fakultet	Ncmsg
Sveučilišta	sveučilište	Ncnsg
u	u	Sl
Zagrebu	Zagreb	Npmsl
,	,	Z
Trg	trg	Ncmsn
maršala	maršal	Ncmsg
Tita	Tit	Npmsg
14	14	Mdc
,	,	Z
Zagreb	Zagreb	Npmsn

141.	141.	Mdo

Siminiati	siminiati	Ncfsn
Jelena	Jelen	Npmsg
,	,	Z
dipl.	dipl.	Y
iur.	iur.	Y
,	,	Z
voditeljica	voditeljica	Ncfsn
Pravnog	pravni	Agpmsgy
odjela	odjel	Ncmsg
,	,	Z
Jadran	Jadran	Npmsn
–	–	Z
Galenski	galenski	Agpmsny
laboratorij	laboratorij	Ncmsn
d.	d.	Y
d.	d.	Y
,	,	Z
Svilno	svilan	Agpnsny
20	20	Mdc
,	,	Z
Rijeka	Rijeka	Npfsn

142.	142.	Mdo

Slakoper	Slakoper	Npmsn
dr.	dr.	Y
sc.	sc.	Y
Zvonimir	Zvonimir	Npmsn
,	,	Z
profesor	profesor	Ncmsn
,	,	Z
Ekonomski	ekonomski	Agpmsayn
fakultet	fakultet	Ncmsan
Sveučilišta	sveučilište	Ncnsg
u	u	Sl
Zagrebu	Zagreb	Npmsl
,	,	Z
Trg	trg	Ncmsn
J.	J.	Y
F.	F.	Y
Kennedyja	Kennedy	Npmsg
6	6	Mdc
,	,	Z
Zagreb	Zagreb	Npmsn
i	i	Cc
Pravni	pravni	Agpmsayn
fakultet	fakultet	Ncmsan
Sveučiliša	Sveučiliš	Npmsg
u	u	Sl
Rijeci	Rijeka	Npfsl
,	,	Z
Hahlić	Hahlić	Npmsn
6	6	Mdc

143.	143.	Mdo

Smiljanić	Smiljanić	Npmsn
Jasna	jasan	Agpfsny
,	,	Z
sutkinja	sutkinja	Ncfsn
kaznenog	kazneni	Agpmsgy
odjela	odjel	Ncmsg
I.	I.	Mdo
stupnja	stupanj	Ncmsg
i	i	Cc
odjela	odjel	Ncmsg
za	za	Sa
USKOK	USKOK	Npmsan
,	,	Z
Županijski	županijski	Agpmsny
sud	sud	Ncmsn
u	u	Sl
Zagrebu	Zagreb	Npmsl
,	,	Z
Trg	trg	Ncmsn
Nikole	Nikola	Npmsg
Šubića	Šubić	Npmsg
Zrinskog	Zrinski	Npmsg
5	5	Mdc
,	,	Z
Zagreb	Zagreb	Npmsn

144.	144.	Mdo

Smokvina	Smokvina	Npfsn
dr.	dr.	Y
sc.	sc.	Y
Vanja	Vanja	Npfsn
,	,	Z
viši	visok	Agcmsny
asistent	asistent	Ncmsn
,	,	Z
Pravni	pravni	Agpmsny
fakultet	fakultet	Ncmsn
Sveučilišta	sveučilište	Ncnsg
u	u	Sl
Rijeci	Rijeka	Npfsl
,	,	Z
Hahlić	Hahlić	Npmsn
6	6	Mdc
,	,	Z
Rijeka	Rijeka	Npfsn

145.	145.	Mdo

Stanković	Stanković	Npmsn
prof.	prof.	Y
dr.	dr.	Y
sc.	sc.	Y
Gordan	Gordan	Npmsn
,	,	Z
partner	partner	Ncmsn
,	,	Z
odvjetnik	odvjetnik	Ncmsn
,	,	Z
Odvjetničko	odvjetnički	Agpnsny
društvo	društvo	Ncnsn
Vukić	Vukić	Npmsn
,	,	Z
Jelušić	Jelušić	Npmsn
,	,	Z
Šulina	Šulina	Npfsn
,	,	Z
Stanković	Stanković	Npmsn
,	,	Z
Jurcan	Jurcan	Npmsn
&	&	Z
Jabuka	jabuka	Ncfsn
,	,	Z
Nikole	Nikola	Npmsg
Tesle	Tesla	Npmsg
9	9	Mdc
,	,	Z
Rijeka	Rijeka	Npfsn

146.	146.	Mdo

Sučević	Sučević	Npmsn
Mladen	Mladen	Npmsn
,	,	Z
odvjetnik	odvjetnik	Ncmsn
,	,	Z
Odvjetničko	odvjetnički	Agpnsny
društvo	društvo	Ncnsn
Sučević	Sučević	Npmsn
i	i	Cc
partneri	partner	Ncmpn
,	,	Z
Gundulićeva	gundulićev	Aspfsny
63	63	Mdc
/	/	Z
I	i	Cc
,	,	Z
Zagreb	Zagreb	Npmsn

147.	147.	Mdo

Šago	Šago	Npmsn
dr.	dr.	Y
sc.	sc.	Y
Dinka	Dinka	Npfsn
,	,	Z
docent	docent	Ncmsn
,	,	Z
Pravni	pravni	Agpmsny
fakultet	fakultet	Ncmsn
Sveučilišta	sveučilište	Ncnsg
u	u	Sl
Splitu	Split	Npmsl
,	,	Z
Domovinskog	domovinski	Agpmsgy
rata	rat	Ncmsg
8	8	Mdc

148.	148.	Mdo

Šantek	šantek	Rgp
Renata	renat	Agpfsny
,	,	Z
sutkinja	sutkinja	Ncfsn
,	,	Z
Vrhovni	vrhovni	Agpmsny
sud	sud	Ncmsn
Republike	republika	Ncfsg
Hrvatske	Hrvatska	Npfsg
,	,	Z
Trg	trg	Ncmsn
Nikole	Nikola	Npmsg
Šubića	Šubić	Npmsg
Zrinjskog	Zrinjski	Npmsg
3	3	Mdc
,	,	Z
Zagreb	Zagreb	Npmsn

149.	149.	Mdo

Šeparović	Šeparović	Npmsn
dr.	dr.	Y
sc.	sc.	Y
Miroslav	Miroslav	Npmsn
,	,	Z
sudac	sudac	Ncmsn
,	,	Z
Ustavni	ustavan	Agpmsny
sud	sud	Ncmsn
Republike	republika	Ncfsg
Hrvatske	Hrvatska	Npfsg
,	,	Z
Trg	trg	Ncmsn
sv.	sv.	Y
Marka	Marko	Npmsg
4	4	Mdc
,	,	Z
Zagreb	Zagreb	Npmsn

150.	150.	Mdo

Šernhorst	Šernhorst	Npfsn
Nevenka	Nevenka	Npfsn
,	,	Z
sutkinja	sutkinja	Ncfsn
Ustavnog	ustavan	Agpmsgy
suda	sud	Ncmsg
u	u	Sl
mirovini	mirovina	Ncfsl
,	,	Z
Trg	trg	Ncmsn
sv.	sv.	Y
Marka	Marko	Npmsg
4	4	Mdc
,	,	Z
Zagreb	Zagreb	Npmsn

151.	151.	Mdo

Šimac	Šimac	Npmsn
dr.	dr.	Y
sc.	sc.	Y
Srđan	Srđan	Npmsn
,	,	Z
sudac	sudac	Ncmsn
,	,	Z
Visoki	visok	Agpmsny
trgovački	trgovački	Agpmsny
sud	sud	Ncmsn
Republike	republika	Ncfsg
Hrvatske	Hrvatska	Npfsg
,	,	Z
Berislavićeva	berislavićev	Aspfsny
11	11	Mdc
,	,	Z
Zagreb	Zagreb	Npmsn

152.	152.	Mdo

Šimić	Šimić	Npmsn
Ivana	Ivan	Npmsay
,	,	Z
mag.	mag.	Y
iur.	iur.	Y
,	,	Z
Dalekovod	dalekovod	Ncmsn
d.	d.	Y
d.	d.	Y
,	,	Z
Marijana	Marijan	Npmsg
Čavića	Čavić	Npmsg
4	4	Mdc
,	,	Z
Zagreb	Zagreb	Npmsn

153.	153.	Mdo

Šimić	Šimić	Npmsn
Željko	Željko	Npmsn
,	,	Z
sudac	sudac	Ncmsn
,	,	Z
Visoki	visok	Agpmsny
trgovački	trgovački	Agpmsny
sud	sud	Ncmsn
Republike	republika	Ncfsg
Hrvatske	Hrvatska	Npfsg
,	,	Z
Berislavićeva	berislavićev	Aspfsny
11	11	Mdc
,	,	Z
Zagreb	Zagreb	Npmsn

154.	154.	Mdo

Širić	Širić	Npmsn
Ivana	Ivana	Npfsn
,	,	Z
mag.	mag.	Y
iur.	iur.	Y
,	,	Z
direktor	direktor	Ncmsn
Pravnih	pravni	Agpmpgy
poslova	posao	Ncmpg
,	,	Z
Podravka	Podravka	Npfsn
d.	d.	Y
d.	d.	Y
,	,	Z
Ante	Ante	Npmsg
Starčevića	Starčević	Npmsg
32	32	Mdc
,	,	Z
Koprivnica	Koprivnica	Npfsn

155.	155.	Mdo

Štanfel	Štanfel	Npfsn
Gordana	Gordana	Npfsn
,	,	Z
dipl.	dipl.	Y
prav	prav	Agpmsnn
.	.	Z
,	,	Z
Končar	Končar	Npmsn
–	–	Z
elektroindustrija	elektroindustrija	Ncfpg
d.	d.	Y
d.	d.	Y
,	,	Z
Falleorovo	falleorov	Agpnsny
šetalište	šetalište	Ncnsn
22	22	Mdc
,	,	Z
Zagreb	Zagreb	Npmsn

156.	156.	Mdo

Šunić	Šunić	Npmsn
Zoran	Zoran	Npmsn
,	,	Z
odvjetnik	odvjetnik	Ncmsn
,	,	Z
Odvjetničko	odvjetnički	Agpnsny
društvo	društvo	Ncnsn
Šunić	Šunić	Npmsn
i	i	Cc
parnteri	parnter	Ncmpn
j.	j.	Y
t.	t.	Y
d.	d.	Y
,	,	Z
Donje	donji	Agpfpny
Svetice	svetica	Ncfpn
99	99	Mdc
A	a	Cc
,	,	Z
Zagreb	Zagreb	Npmsn

157.	157.	Mdo

Tafra	Tafra	Npfsn
Sanja	Sanja	Npfsn
,	,	Z
odvjetnica	odvjetnica	Ncfsn
,	,	Z
Gundulićeva	gundulićev	Aspfsny
23	23	Mdc
,	,	Z
Zagreb	Zagreb	Npmsn

158.	158.	Mdo

Tasić	Tasić	Npmsn
Zoran	Zoran	Npmsn
,	,	Z
konzultant	konzultant	Ncmsn
,	,	Z
direktor	direktor	Ncmsn
Dedicato	Dedicato	Npmsn
d.o.o.	d.o.o.	Y
,	,	Z
Gajeva	gaj	Ncmpg

